# Table S2. List of the probable timing errors,,,,,,,,,,
# Station code,Pair ID,CC,dt residual (s),dt measurement (s),Correction for instrument change (s),Prediction from relative relocation (s),"""Timing quality"" of the earlier event","""Timing quality"" of the later event","""GSN timing"" of the earlier event","""GSN timing"" of the later event"
CZ.DPC,1995001_1996177,0.962,-1.2514,-1.071,0,0.1804,N/A,N/A,N/A,N/A
CZ.DPC,1995001_2002101,0.935,0.7128,1.960,0,1.2472,N/A,99.7854,N/A,N/A
CZ.DPC,1996162_1996206,0.917,1.1432,-1.435,0,-2.5782,N/A,N/A,N/A,N/A
CZ.DPC,1996163_2000168,0.921,0.7468,0.806,0,0.0592,N/A,99.784,N/A,N/A
CZ.DPC,1996177_2002101,0.950,1.9670,3.031,0,1.0640,N/A,99.7854,N/A,N/A
CZ.DPC,1996276_2010227,0.989,0.8600,-1.691,0,-2.5510,N/A,N/A,N/A,N/A
CZ.DPC,1997071_2002171,0.969,0.0363,-0.109,0,-0.1453,N/A,100,N/A,N/A
CZ.DPC,1997170_2002155,0.986,0.0931,-0.372,0,-0.4651,N/A,99.785,N/A,N/A
CZ.DPC,1997264_2008231,0.998,0.0394,-2.057,0,-2.0964,N/A,N/A,N/A,N/A
CZ.DPC,1997264_2017126,0.985,0.0455,-1.611,0,-1.6566,N/A,N/A,N/A,N/A
CZ.DPC,1999213_2009111,0.960,0.0314,-2.186,0,-2.2174,99.5717,N/A,N/A,N/A
CZ.KHC,2005285_2010070,0.935,-0.0459,4.523,0,4.5689,N/A,N/A,N/A,N/A
DK.NOR,2010352_2016353,0.958,-0.0322,0.527,0,0.5592,100,99.8901,N/A,N/A
ER.HOO,2004143_2012169,0.915,-4.0003,-0.651,0,3.3493,N/A,N/A,N/A,N/A
ER.HOO,2006325_2013039,0.926,1.0023,-5.864,0,-6.8663,N/A,N/A,N/A,N/A
ER.HOO,2010194_2013323,0.957,-3.8754,-0.096,0,3.7794,N/A,N/A,N/A,N/A
ER.NKB,2008192_2011289,0.970,-0.3214,-2.411,0,-2.0896,N/A,N/A,N/A,N/A
G.ATD,1993198_2015246,0.942,0.4708,-1.049,-0.007,-1.5128,0,10,N/A,N/A
G.ATD,1994304_2000278,0.910,-1.3312,-1.557,0,-0.2258,0,0,N/A,N/A
G.CAN,1998134_2011289,0.906,-0.0940,-5.639,-0.007,-5.5380,0,99.8361,N/A,N/A
G.CAN,1998134_2015290,0.945,-0.0910,-1.966,-0.007,-1.8680,0,99.839,N/A,N/A
G.CAN,1998229_2010223,0.908,2.0035,4.887,-0.007,2.8905,0,99.8791,N/A,N/A
G.CAN,1998263_2015188,0.928,2.3190,7.166,-0.007,4.8541,0,99.9085,N/A,N/A
G.CAN,1999178_2012235,0.938,0.0815,-2.094,-0.007,-2.1685,0,99.8956,N/A,N/A
G.CAN,2000329_2009192,0.950,-0.1019,-1.130,-0.007,-1.0211,0,99.5382,N/A,N/A
G.CAN,2000329_2012169,0.912,-0.1022,2.359,-0.007,2.4682,0,99.8674,N/A,N/A
G.CAN,2002015_2013242,0.970,-0.0440,-4.176,-0.007,-4.1250,0,99.8879,N/A,N/A
G.CAN,2003101_2008097,0.974,2.5721,0.704,-0.007,-1.8611,0,99.9119,N/A,N/A
G.CAN,2003101_2008153,0.972,2.5822,-1.300,-0.007,-3.8752,0,100,N/A,N/A
G.CAN,2003101_2011148,0.984,2.5762,0.014,-0.007,-2.5552,0,99.8771,N/A,N/A
G.CAN,2003142_2013019,0.936,4.9488,6.301,-0.007,1.3592,0,99.4574,N/A,N/A
G.CAN,2004143_2009192,0.946,-0.1114,-0.251,-0.007,-0.1326,0,99.5382,N/A,N/A
G.CAN,2004283_2009304,0.931,3.4498,3.704,-0.007,0.2612,0,99.9563,N/A,N/A
G.CAN,2004361_2005029,0.931,-10.4740,-10.507,0,-0.0330,0,0,N/A,N/A
G.CAN,2004361_2005044,0.938,-11.5040,-11.727,0,-0.2230,0,0,N/A,N/A
G.CAN,2004366_2005044,0.949,-2.9306,-2.879,0,0.0516,0,0,N/A,N/A
G.CAN,2004366_2005204,0.939,0.9897,0.945,0,-0.0447,0,0,N/A,N/A
G.CAN,2004366_2010273,0.945,8.4505,7.728,-0.007,-0.7155,0,99.9383,N/A,N/A
G.CAN,2004366_2015203,0.931,8.4442,11.043,-0.007,2.6058,0,99.798,N/A,N/A
G.CAN,2005044_2005204,0.976,3.9177,3.822,0,-0.0957,0,0,N/A,N/A
G.CAN,2005044_2010273,0.953,11.3688,10.606,-0.007,-0.7558,0,99.9383,N/A,N/A
G.CAN,2005044_2015203,0.941,11.3513,13.917,-0.007,2.5727,0,99.798,N/A,N/A
G.CAN,2005204_2010273,0.962,7.4534,6.783,-0.007,-0.6634,0,99.9383,N/A,N/A
G.CAN,2005204_2015203,0.954,7.4498,10.094,-0.007,2.6512,0,99.798,N/A,N/A
G.CAN,2006001_2008134,0.921,-0.1165,1.674,-0.007,1.7975,0,99.8673,N/A,N/A
G.CAN,2008124_2013044,0.974,0.0783,-0.634,0,-0.7123,99.9151,9.97963,N/A,N/A
G.DRV,1998134_2008192,0.933,0.0946,-3.351,-0.02,-3.4256,0,98.5278,N/A,N/A
G.DRV,1999150_2006214,0.948,0.0736,1.035,0,0.9614,100,100,N/A,N/A
G.DRV,1999178_2012235,0.970,-0.0330,-2.193,0,-2.1600,16,99.6721,N/A,N/A
G.DRV,2000216_2010271,0.907,-0.0444,1.488,0,1.5324,100,99.3485,N/A,N/A
G.DRV,2005120_2012235,0.919,-0.0348,-4.095,0,-4.0602,100,99.6721,N/A,N/A
G.DZM,2004046_2011289,0.993,-1.1775,-5.468,0,-4.2906,N/A,100,N/A,N/A
G.DZM,2005007_2011200,0.979,-1.2112,-2.473,0,-1.2618,N/A,100,N/A,N/A
G.DZM,2006325_2013039,0.983,-0.0314,-6.886,0,-6.8546,N/A,100,N/A,N/A
G.DZM,2008097_2011148,0.988,-1.1793,-1.874,0,-0.6947,N/A,54.3662,N/A,N/A
G.DZM,2008153_2011148,0.988,-1.1777,0.139,0,1.3167,N/A,54.3662,N/A,N/A
G.DZM,2008192_2011289,0.991,-1.1714,-3.282,0,-2.1106,N/A,100,N/A,N/A
G.DZM,2011141_2017050,0.906,1.1684,-0.403,0,-1.5714,100,100,N/A,N/A
G.DZM,2011289_2015290,0.993,1.1747,4.871,0,3.6963,100,100,N/A,N/A
G.ECH,1996065_2005249,0.953,-0.2278,-1.665,-0.027,-1.4102,0,88.6145,N/A,N/A
G.ECH,1997076_2016270,0.912,-3.1747,-3.111,-0.027,0.0907,0,99.9002,N/A,N/A
G.ECH,1998134_2004046,0.987,-0.8067,-2.064,-0.027,-1.2303,0,84.737,N/A,N/A
G.ECH,1998134_2008192,0.976,-0.8042,-4.270,-0.027,-3.4388,0,86.6469,N/A,N/A
G.ECH,1998134_2011289,0.988,-0.7996,-6.351,-0.027,-5.5244,0,90.8772,N/A,N/A
G.ECH,1998134_2015290,0.977,-0.7985,-2.668,-0.027,-1.8425,0,99.7947,N/A,N/A
G.ECH,2002276_2010316,0.982,-0.2547,-1.928,0,-1.6733,100,94.0686,N/A,N/A
G.FDF,2001310_2014141,0.942,-0.1118,1.032,0,1.1439,0,99.9564,N/A,N/A
G.HDC,2006301_2012349,0.971,3.2540,2.455,0,-0.7990,0,99.8817,N/A,N/A
G.HYB,1996162_1996206,0.972,-2.7217,-5.297,0,-2.5753,0,0,N/A,N/A
G.HYB,1996163_2000168,0.990,-2.8055,-2.760,0,0.0454,0,0,N/A,N/A
G.HYB,1998129_2003021,0.917,-4.7951,-4.228,0,0.5671,0,0,N/A,N/A
G.HYB,1998172_2005069,0.931,0.7404,-1.436,0,-2.1764,0,0,N/A,N/A
G.HYB,2000055_2002233,0.993,-3.4266,-1.485,0,1.9416,0,0,N/A,N/A
G.HYB,2000242_2005124,0.951,-1.9644,-4.407,0,-2.4426,0,0,N/A,N/A
G.HYB,2001064_2006321,0.916,-1.4046,0.048,0,1.4526,0,0,N/A,N/A
G.HYB,2003268_2004086,0.963,0.2047,1.570,0,1.3653,0,0,N/A,N/A
G.HYB,2004362_2006133,0.988,-2.0841,-2.473,0,-0.3889,0,0,N/A,N/A
G.HYB,2004366_2005044,0.990,-0.2836,-0.232,0,0.0516,0,0,N/A,N/A
G.HYB,2005044_2006259,0.982,-0.4731,-0.926,0,-0.4529,0,0,N/A,N/A
G.HYB,2005071_2007175,0.901,-0.7621,2.702,0,3.4641,0,0,N/A,N/A
G.HYB,2005116_2005225,0.946,1.7474,0.425,0,-1.3224,0,0,N/A,N/A
G.HYB,2006225_2007175,0.950,-0.7616,-0.620,0,0.1416,0,0,N/A,N/A
G.INU,1991245_2004254,0.995,-0.1325,-0.492,0,-0.3595,0,0,N/A,N/A
G.INU,1995001_1996177,0.985,-7.7275,-7.542,0,0.1854,0,0,N/A,N/A
G.INU,1995001_2011122,0.985,0.3200,-0.673,0,-0.9930,0,99.8951,N/A,N/A
G.INU,1995001_2014016,0.970,0.3135,-1.447,0,-1.7605,0,99.7876,N/A,N/A
G.INU,1995005_2009174,0.980,0.4076,-1.336,0,-1.7436,0,99.8879,N/A,N/A
G.INU,1995020_2010249,0.975,0.7045,-0.628,0,-1.3325,0,99.8584,N/A,N/A
G.INU,1996163_2000168,0.912,-5.5252,-5.495,0,0.0302,0,0,N/A,N/A
G.INU,1996177_2008152,0.992,8.0305,7.433,0,-0.5975,0,99.8502,N/A,N/A
G.INU,1996177_2011122,0.994,8.0369,6.869,0,-1.1679,0,99.8951,N/A,N/A
G.INU,1996177_2011354,0.990,8.0388,4.565,0,-3.4738,0,99.9833,N/A,N/A
G.INU,1996177_2014016,0.991,8.0332,6.095,0,-1.9382,0,99.7876,N/A,N/A
G.INU,1997076_2003317,0.968,-0.8623,-0.286,0,0.5763,0,0,N/A,N/A
G.INU,1997076_2016270,0.988,-0.9768,-0.908,0,0.0688,0,99.8313,N/A,N/A
G.INU,1997170_2002155,0.908,-1.3076,-1.772,0,-0.4644,0,0,N/A,N/A
G.INU,1997170_2014260,0.911,-1.4264,-2.450,0,-1.0236,0,99.9528,N/A,N/A
G.INU,1997268_2016078,0.935,-4.9251,-6.884,0,-1.9589,0,99.8971,N/A,N/A
G.INU,1998042_2011261,0.984,3.2363,2.013,0,-1.2233,0,99.8814,N/A,N/A
G.INU,1998301_2010328,0.966,0.4115,-1.341,0,-1.7525,0,99.7449,N/A,N/A
G.INU,1998341_2008215,0.969,2.0972,-0.964,0,-3.0612,0,99.8982,N/A,N/A
G.INU,1999115_2008067,0.994,-0.1170,1.945,0,2.0620,0,99.9263,N/A,N/A
G.INU,1999115_2016209,0.992,-0.0959,1.947,0,2.0429,0,99.896,N/A,N/A
G.INU,1999207_2012060,0.929,-0.1284,-3.001,0,-2.8726,0,99.9184,N/A,N/A
G.INU,1999213_2009111,0.929,-0.1242,-2.341,0,-2.2168,0,99.8936,N/A,N/A
G.INU,2000029_2014195,0.946,7.0094,6.995,0,-0.0144,0,99.9149,N/A,N/A
G.INU,2000089_2016196,0.903,10.5225,8.666,0,-1.8565,0,99.9342,N/A,N/A
G.INU,2000329_2009192,0.979,-0.1245,-1.138,0,-1.0135,0,99.901,N/A,N/A
G.INU,2000329_2012169,0.980,-0.1292,2.349,0,2.4782,0,99.9049,N/A,N/A
G.INU,2001127_2013064,0.974,-0.1202,-1.178,0,-1.0578,0,99.9486,N/A,N/A
G.INU,2001134_2012237,0.935,-0.1234,1.548,0,1.6714,0,99.9303,N/A,N/A
G.INU,2001299_2014164,0.961,-0.1119,-4.018,0,-3.9061,0,99.7338,N/A,N/A
G.INU,2002006_2011260,0.997,-0.1328,-4.095,0,-3.9622,0,99.9139,N/A,N/A
G.INU,2002040_2002161,0.908,-7.3306,-9.651,0,-2.3205,0,0,N/A,N/A
G.INU,2002155_2014260,0.920,-0.1316,-0.675,0,-0.5434,0,99.9528,N/A,N/A
G.INU,2002248_2009247,0.950,8.2535,6.500,0,-1.7535,0,99.9112,N/A,N/A
G.INU,2002248_2017312,0.943,8.2662,8.432,0,0.1658,0,99.9663,N/A,N/A
G.INU,2002276_2010316,0.989,9.3478,7.673,0,-1.6748,0,99.9351,N/A,N/A
G.INU,2003242_2015255,0.984,-0.1180,-1.860,0,-1.7420,0,99.8909,N/A,N/A
G.INU,2003317_2016270,0.969,-0.1136,-0.623,0,-0.5094,0,99.8313,N/A,N/A
G.INU,2004143_2009192,0.981,-0.1347,-0.269,0,-0.1343,0,99.901,N/A,N/A
G.INU,2004143_2012169,0.978,-0.1446,3.218,0,3.3626,0,99.9049,N/A,N/A
G.INU,2004254_2010014,0.997,-0.1152,-0.871,0,-0.7558,0,99.7168,N/A,N/A
G.INU,2004361_2008065,0.955,-0.1289,-3.160,0,-3.0311,0,99.9307,N/A,N/A
G.INU,2004361_2010272,0.972,-0.1244,-2.787,0,-2.6626,0,99.7667,N/A,N/A
G.INU,2004366_2010272,0.968,-0.1256,-5.807,0,-5.6814,0,99.7667,N/A,N/A
G.INU,2004366_2010273,0.967,-0.1185,-0.835,0,-0.7165,0,99.8732,N/A,N/A
G.INU,2004366_2015203,0.955,-0.1130,2.487,0,2.6000,0,99.771,N/A,N/A
G.INU,2005031_2009066,0.977,-0.1155,-1.436,0,-1.3205,0,99.8594,N/A,N/A
G.INU,2005037_2015163,0.904,-0.1068,-2.634,0,-2.5272,0,99.9387,N/A,N/A
G.INU,2005044_2010273,0.988,-0.1273,-0.888,0,-0.7607,0,99.8732,N/A,N/A
G.INU,2005044_2015203,0.979,-0.1233,2.432,0,2.5553,0,99.771,N/A,N/A
G.INU,2005183_2015163,0.914,-0.1106,-2.257,0,-2.1464,0,99.9387,N/A,N/A
G.INU,2005204_2010273,0.989,-0.1228,-0.792,0,-0.6692,0,99.8732,N/A,N/A
G.INU,2005204_2015203,0.979,-0.1170,2.528,0,2.6450,0,99.771,N/A,N/A
G.INU,2005244_2010272,0.970,-0.1287,-3.090,0,-2.9613,0,99.7667,N/A,N/A
G.INU,2005244_2015189,0.955,-0.1196,-1.942,0,-1.8224,0,99.8546,N/A,N/A
G.INU,2005289_2016199,0.956,-0.1153,-0.532,0,-0.4167,0,99.9256,N/A,N/A
G.INU,2005316_2009206,0.970,4.7028,3.603,0,-1.0998,0,99.9439,N/A,N/A
G.INU,2006225_2009240,0.960,-0.1209,-2.656,0,-2.5351,0,99.872,N/A,N/A
G.INU,2006225_2014216,0.951,-0.1221,-3.169,0,-3.0469,0,99.8994,N/A,N/A
G.INU,2006225_2016353,0.902,-0.1277,-2.468,0,-2.3403,0,99.9404,N/A,N/A
G.INU,2006259_2010273,0.988,-0.1162,-0.429,0,-0.3128,0,99.8732,N/A,N/A
G.INU,2006347_2008063,0.947,-0.1342,-0.605,0,-0.4708,0,99.8774,N/A,N/A
G.INU,2007110_2011125,0.917,-0.1130,-6.399,0,-6.2860,0,99.9438,N/A,N/A
G.MPG,2004362_2006133,0.964,-2.5329,-2.935,0,-0.4021,0,0,N/A,N/A
G.MPG,2006325_2013039,0.981,-0.1309,-7.002,0,-6.8711,0,99.8214,N/A,N/A
G.MPG,2007110_2016270,0.991,-0.1254,-0.522,0,-0.3966,0,99.9034,N/A,N/A
G.MPG,2007265_2014260,0.921,-0.1382,1.442,0,1.5802,0,99.9348,N/A,N/A
G.NOUC,1993198_2015246,0.945,-2.0356,-3.564,-0.029,-1.4994,0,99.94,N/A,N/A
G.NOUC,1999178_2012235,0.950,-0.0764,-2.284,-0.029,-2.1786,0,99.5382,N/A,N/A
G.NOUC,2000081_2002013,0.955,0.0575,2.992,0,2.9345,0,0,N/A,N/A
G.NOUC,2000081_2008173,0.959,0.0778,-2.506,0,-2.5838,0,0,N/A,N/A
G.NOUC,2000329_2012169,0.993,-0.0780,2.357,-0.029,2.4640,0,99.0036,N/A,N/A
G.NOUC,2000338_2013111,0.978,-0.0959,-1.300,-0.029,-1.1751,0,99.9524,N/A,N/A
G.NOUC,2001134_2012237,0.958,-0.0808,1.543,-0.029,1.6528,0,99.9454,N/A,N/A
G.NOUC,2002333_2014344,0.976,-0.0759,1.373,-0.029,1.4779,0,99.8294,N/A,N/A
G.NOUC,2003142_2013019,0.928,-0.0875,1.243,-0.029,1.3595,0,99.8953,N/A,N/A
G.NOUC,2004133_2014275,0.941,-0.1041,0.580,-0.029,0.7131,0,99.8196,N/A,N/A
G.NOUC,2004143_2012169,0.992,-0.1009,3.238,-0.029,3.3679,0,99.0036,N/A,N/A
G.NOUC,2005282_2011324,0.952,0.0553,0.753,0,0.6977,0,0,N/A,N/A
G.NOUC,2006109_2013170,0.954,-0.0901,-4.419,-0.029,-4.3000,0,99.9314,N/A,N/A
G.NOUC,2006109_2017186,0.973,-0.0930,-3.999,-0.029,-3.8770,0,99.839,N/A,N/A
G.NOUC,2006153_2012270,0.960,-0.0737,3.346,-0.029,3.4487,0,99.8934,N/A,N/A
G.NOUC,2006198_2014256,0.948,-0.0871,4.331,-0.029,4.4471,0,99.9355,N/A,N/A
G.NOUC,2006213_2014096,0.977,-0.0840,3.535,-0.029,3.6480,0,99.8631,N/A,N/A
G.NOUC,2006325_2013039,0.988,-0.1294,-7.013,-0.029,-6.8546,0,99.8343,N/A,N/A
G.NOUC,2007326_2013010,0.943,-0.0899,1.510,-0.029,1.6289,0,99.9302,N/A,N/A
G.NOUC,2008053_2013170,0.957,-0.0890,-0.429,-0.029,-0.3110,0,99.9314,N/A,N/A
G.NOUC,2008053_2017186,0.979,-0.0896,-0.013,-0.029,0.1056,0,99.839,N/A,N/A
G.NOUC,2008124_2013044,0.963,-0.0915,-0.832,-0.029,-0.7115,0,99.9309,N/A,N/A
G.NOUC,2009192_2012169,0.984,-0.0860,3.366,-0.029,3.4810,0,99.0036,N/A,N/A
G.NOUC,2011289_2015290,0.984,-0.1041,3.563,-0.029,3.6961,0,99.8403,N/A,N/A
G.PEL,2004362_2006133,0.910,-0.3376,-0.741,0,-0.4034,0,0,N/A,N/A
G.PEL,2007326_2013010,0.918,10.5046,12.129,-0.007,1.6314,0,99.8087,N/A,N/A
G.PEL,2008019_2011238,0.919,11.3807,11.494,-0.007,0.1203,0,99.8356,N/A,N/A
G.PVC,1998134_2004046,0.969,0.9380,-0.264,0,-1.2020,0,N/A,N/A,N/A
G.SCZ,2000050_2010054,0.910,-4.1832,-6.203,0,-2.0198,0,0,N/A,N/A
G.SPB,1997128_2011122,0.944,2.2199,3.913,-0.028,1.7211,0,99.8951,N/A,N/A
G.SPB,2001310_2014141,0.995,-0.0613,1.041,-0.028,1.1303,0,99.8884,N/A,N/A
G.SSB,1993096_2001254,0.914,0.8274,2.550,0,1.7226,0,0,N/A,N/A
G.SSB,1998134_2004046,0.991,4.1983,2.968,0,-1.2303,0,0,N/A,N/A
G.SSB,1998134_2008192,0.984,9.9297,6.465,-0.027,-3.4377,0,99.8896,N/A,N/A
G.SSB,1998134_2011289,0.993,9.9246,4.374,-0.027,-5.5236,0,99.8984,N/A,N/A
G.SSB,1998134_2015290,0.976,9.9242,8.055,-0.027,-1.8422,0,99.8844,N/A,N/A
G.SSB,2000286_2011315,0.912,0.9342,2.502,-0.027,1.5948,0,99.9234,N/A,N/A
G.SSB,2000338_2013111,0.967,6.3931,5.206,-0.027,-1.1601,0,99.8024,N/A,N/A
G.SSB,2002187_2017200,0.909,0.1199,2.981,-0.027,2.8881,0,99.863,N/A,N/A
G.SSB,2003149_2017154,0.998,2.1635,0.629,-0.027,-1.5075,0,99.8994,N/A,N/A
G.SSB,2003279_2009153,0.954,3.6678,1.806,-0.027,-1.8348,0,99.9374,N/A,N/A
G.SSB,2003284_2009066,0.974,3.7521,2.033,-0.027,-1.6921,0,99.9479,N/A,N/A
G.SSB,2004046_2008192,0.978,5.7255,3.494,-0.027,-2.2045,0,99.8896,N/A,N/A
G.SSB,2004046_2011289,0.993,5.7149,1.405,-0.027,-4.2829,0,99.8984,N/A,N/A
G.SSB,2004247_2009065,0.916,9.8194,10.811,-0.027,1.0186,0,99.9841,N/A,N/A
G.SSB,2005044_2015203,0.961,-0.0326,2.528,0,2.5606,72.8104,99.827,N/A,N/A
G.TAM,2000076_2014101,0.976,0.2898,1.432,0,1.1422,0,99.9191,N/A,N/A
G.TAM,2002013_2008173,0.957,-0.1226,-5.639,0,-5.5164,0,99.8929,N/A,N/A
G.TAM,2004032_2012281,0.918,-0.1189,4.188,0,4.3069,0,99.8542,N/A,N/A
G.TAM,2004046_2008192,0.951,1.4856,-0.721,0,-2.2066,0,99.738,N/A,N/A
G.TAM,2004046_2011289,0.968,1.4777,-2.812,0,-4.2897,0,99.9593,N/A,N/A
G.TAM,2004191_2012258,0.915,-0.1186,0.335,0,0.4536,0,99.9156,N/A,N/A
G.TAM,2004251_2011019,0.985,-0.1370,3.010,0,3.1470,0,99.8012,N/A,N/A
G.TAM,2004361_2004365,0.942,2.3582,2.370,0,0.0118,0,0,N/A,N/A
G.TAM,2004361_2005029,0.924,1.5230,1.490,0,-0.0329,0,0,N/A,N/A
G.TAM,2004362_2006133,0.995,2.3934,1.993,0,-0.4004,0,0,N/A,N/A
G.TAM,2004365_2005029,0.978,-0.8391,-0.880,0,-0.0409,0,0,N/A,N/A
G.TAM,2004366_2005129,0.962,2.4233,-0.459,0,-2.8823,0,0,N/A,N/A
G.TAM,2004366_2010272,0.950,2.3055,-3.385,0,-5.6905,0,99.8252,N/A,N/A
G.TAM,2005005_2012157,0.968,-0.1214,-3.084,0,-2.9626,0,99.798,N/A,N/A
G.TAM,2005029_2005277,0.937,0.8172,-1.372,0,-2.1892,0,0,N/A,N/A
G.TAM,2005037_2008218,0.962,-0.1278,-0.437,0,-0.3092,0,99.7665,N/A,N/A
G.TAM,2005037_2012331,0.979,-0.1158,-2.407,0,-2.2912,0,99.9504,N/A,N/A
G.TAM,2005044_2006259,0.954,-7.5128,-7.967,0,-0.4542,0,0,N/A,N/A
G.TAM,2005044_2010273,0.951,-0.1262,-0.885,0,-0.7588,0,99.8986,N/A,N/A
G.TAM,2005071_2007175,0.963,-0.1260,3.334,0,3.4600,0,99.9371,N/A,N/A
G.TAM,2005071_2008129,0.973,-0.1133,2.495,0,2.6083,0,99.9791,N/A,N/A
G.TAM,2005071_2009240,0.974,-0.1194,0.661,0,0.7804,0,99.8965,N/A,N/A
G.TAM,2005071_2010352,0.977,-0.1228,0.317,0,0.4398,0,99.8975,N/A,N/A
G.TAM,2005071_2014216,0.960,-0.1179,0.154,0,0.2719,0,99.892,N/A,N/A
G.TAM,2005129_2010272,0.950,-0.1256,-2.928,0,-2.8024,0,99.8252,N/A,N/A
G.TAM,2005129_2012232,0.967,-0.1377,-1.663,0,-1.5253,0,99.8732,N/A,N/A
G.TAM,2005183_2008218,0.964,-0.1260,-0.033,0,0.0930,0,99.7665,N/A,N/A
G.TAM,2005204_2006259,0.984,-7.5040,-7.865,0,-0.3610,0,0,N/A,N/A
G.TAM,2005204_2010273,0.986,-0.1221,-0.783,0,-0.6609,0,99.8986,N/A,N/A
G.TAM,2005225_2011051,0.967,-0.1227,-1.292,0,-1.1693,0,99.9449,N/A,N/A
G.TAM,2005244_2006075,0.904,-1.5210,-4.310,0,-2.7890,0,0,N/A,N/A
G.TAM,2005244_2010272,0.923,-0.1194,-3.102,0,-2.9827,0,99.8252,N/A,N/A
G.TAM,2005254_2014357,0.985,0.9689,0.093,0,-0.8759,0,99.8619,N/A,N/A
G.TAM,2005316_2009206,0.987,-0.1244,-1.222,0,-1.0976,0,99.9599,N/A,N/A
G.TAM,2006001_2008134,0.962,-0.1348,1.668,0,1.8028,0,100,N/A,N/A
G.TAM,2006057_2008005,0.947,-0.1333,-2.708,0,-2.5747,0,99.8319,N/A,N/A
G.TAM,2006075_2008065,0.941,1.3905,0.840,0,-0.5505,0,99.784,N/A,N/A
G.TAM,2006225_2007175,0.954,-0.1158,0.025,0,0.1408,0,99.9371,N/A,N/A
G.TAM,2006225_2008129,0.964,-0.1111,-0.817,0,-0.7059,0,99.9791,N/A,N/A
G.TAM,2006225_2009240,0.965,-0.1207,-2.656,0,-2.5353,0,99.8965,N/A,N/A
G.TAM,2006225_2010352,0.967,-0.1119,-2.994,0,-2.8821,0,99.8975,N/A,N/A
G.TAM,2006225_2014216,0.961,-0.1097,-3.158,0,-3.0483,0,99.892,N/A,N/A
G.TAM,2006259_2010273,0.982,7.3859,7.082,0,-0.3039,0,99.8986,N/A,N/A
G.TAM,2006325_2013039,0.989,8.5589,1.682,0,-6.8769,0,99.8603,N/A,N/A
G.TAM,2006343_2012232,0.922,-0.1291,-1.421,0,-1.2919,0,99.8732,N/A,N/A
G.TAM,2007110_2016206,0.959,-3.8192,-10.532,0,-6.7128,99.7758,0,N/A,N/A
G.TAM,2009054_2016245,0.966,-7.1033,-7.959,0,-0.8557,99.8044,0,N/A,N/A
G.TAM,2010062_2011152,0.939,-0.0398,1.041,0,1.0808,99.8586,99.8646,N/A,N/A
G.UNM,2004362_2006133,0.914,1.7270,1.327,0,-0.4000,0,0,N/A,N/A
G.WUS,1995009_2017173,0.949,0.3513,1.314,-0.009,0.9717,0,99.9561,N/A,N/A
G.WUS,1997264_2017126,0.991,3.2084,1.538,-0.009,-1.6614,0,99.929,N/A,N/A
G.WUS,1997327_2000156,0.982,1.2278,1.139,0,-0.0888,0,0,N/A,N/A
G.WUS,1998341_2017012,0.998,-0.1246,1.772,-0.009,1.9056,0,99.9321,N/A,N/A
G.WUS,2000157_2006075,0.982,-0.1126,0.138,-0.009,0.2596,0,95.6284,N/A,N/A
GB.CWF,2008067_2016209,0.931,-0.9902,-0.988,0,0.0022,100,100,N/A,N/A
GB.CWF,2008235_2015218,0.930,0.9919,0.417,0,-0.5749,100,100,N/A,N/A
GB.MCH1,2008235_2015218,0.940,-0.0551,-0.630,0,-0.5749,100,100,N/A,N/A
GB.WLF1,2013170_2017186,0.951,0.8474,1.269,0,0.4216,100,100,N/A,N/A
GE.EIL,1998113_2014256,0.953,-0.1363,1.777,0,1.9133,N/A,10,N/A,N/A
GE.EIL,2000166_2012144,0.993,-0.9939,-3.056,0,-2.0621,N/A,1.32338,N/A,N/A
GE.EIL,2003185_2013170,0.976,7.5603,5.023,0,-2.5373,N/A,0,N/A,N/A
GE.EIL,2006109_2013170,0.957,7.5491,3.249,0,-4.3001,100,0,N/A,N/A
GE.EIL,2006198_2014256,0.945,-0.1226,4.326,0,4.4486,100,10,N/A,N/A
GE.EIL,2012157_2017017,0.945,-9.3603,-7.348,0,2.0123,0,99.9302,N/A,N/A
GE.MALT,2002027_2006254,0.960,-0.3923,1.425,0,1.8173,N/A,79.9442,N/A,N/A
GE.MALT,2003268_2004086,0.979,-5.9504,-4.595,0,1.3554,N/A,16,N/A,N/A
GE.MORC,1994304_2000278,0.968,-0.0385,-0.264,0,-0.2255,N/A,100,N/A,N/A
GE.MORC,2004362_2006133,0.995,-0.2511,-0.649,0,-0.3979,92.7894,93.6527,N/A,N/A
GE.PSZ,1997018_2002258,0.948,-0.7849,0.819,0,1.6039,N/A,N/A,N/A,N/A
GE.PSZ,1997040_2005120,0.985,-0.8331,1.651,0,2.4841,N/A,N/A,N/A,N/A
GE.PSZ,1997117_2006347a,0.968,-0.8359,0.640,0,1.4759,N/A,N/A,N/A,N/A
GE.SKD,1999040_2004254,0.960,-0.1075,-1.035,0,-0.9275,100,84.5444,N/A,N/A
GE.SNAA,1998080_2010254,0.947,0.1152,-4.663,0,-4.7783,80.985,10,N/A,N/A
GE.SNAA,1998229_2010223,0.989,0.1077,3.026,0,2.9183,100,10,N/A,N/A
GE.SNAA,2002116_2009005,0.923,0.8543,-2.141,0,-2.9953,N/A,50,N/A,N/A
GE.SNAA,2004143_2009192,0.978,-0.0317,-0.173,0,-0.1413,50,88.8319,N/A,N/A
